# FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  nChild  extended
1236 24   3706  392.40    0.09  -0.18  20.00   0.019 20.274  19.991  20.116   3.427   0.834  23.013   3.510   0.689  22.369   5.313   0.644  21.138   0.962 0 3 1
1236 24   1442  520.57    0.07  -0.03    nan     nan    nan     nan  20.297   3.638   0.957  11.226     nan     nan     nan     nan     nan     nan     nan 1061818994786623 0 1
1236 24   1356 1859.99   -0.42  -0.14  23.82   0.045 23.908  23.667  24.093   6.711   0.383  41.185   9.120   0.174  42.959  14.963   0.138  43.176   0.331 0 0 1
1236 24   2972 3595.60   -0.08  -0.17  20.80   0.019 21.265  20.800  21.041   4.954   0.635  39.682   6.400   0.477  39.977  13.480   0.427  39.657   1.000 1061818994788361 0 1
1236 24   2983 1531.70   -0.02  -0.00  20.30   0.019 20.552  20.300  20.392   3.591   0.711  19.621   3.774   0.491  19.443   5.520   0.429  19.141   1.000 0 0 1
1236 24    349 3622.54   -0.14  -0.04  20.90   0.019 21.310  20.879  21.097   4.367   0.745  18.099   5.099   0.627  17.938  10.028   0.588  16.604   0.965 0 0 1
1236 24   1217 3273.74    0.04  -0.02  21.07   0.020 21.407  21.067  21.199   3.374   0.893   0.405   3.386   0.815  -1.461   5.647   0.776  -2.719   1.000 1061818994788189 0 1
1236 24   3290 3113.77   -0.07  -0.05  21.00   0.020 21.431  20.998  21.199   4.178   0.780  12.960   4.862   0.672  14.433   9.515   0.635  13.630   1.000 0 0 1
1236 24   1214  122.51   -0.68   0.08  24.24   0.072 24.287  24.086  24.045   3.520   0.703   1.372   3.373   0.288  -1.822   4.644   0.239  -2.570   0.227 0 0 1
1236 24   3186 1058.59   -0.30  -0.08  23.00   0.029 23.113  22.915  22.973   3.207   0.775  -0.230   2.845   0.553  -2.052   3.732   0.507  -3.872   0.590 1061818994786929 0 1
1236 24   2776  731.47    0.01   0.01  20.09   0.019 20.563  20.087  20.357   5.105   0.647  37.103   6.603   0.506  36.986  13.939   0.468  36.694   1.000 0 2 1
1236 24   4704 1607.55    0.72  -0.45  23.74   0.049 23.808  23.593     nan   3.166   0.959  16.751   2.621   0.898 -17.947   3.749   0.749 -26.622   0.305 0 0 1
1236 24   4839 1020.70   -0.10   0.15  23.07   0.030 23.270  22.945  22.900   3.702   0.676  35.226   3.707   0.447  36.804   5.823   0.495  38.960   0.645 1061818994786908 0 1
1236 24   3671 2423.96   -0.02   0.09  22.89   0.027 23.457  22.895  22.849   4.637   0.830  37.417   5.091   0.711  38.479  11.787   0.688  40.363   1.000 0 0 1
1236 24   2417 2462.32    0.02  -0.07  20.51   0.019 20.841  20.512  20.635   3.296   0.955  43.000   3.271   0.909  50.431   5.240   0.904  53.946   1.000 1061818994787721 0 1
1236 24    760 2571.32   -0.03  -0.00  20.69   0.019 21.344  20.694  21.056   4.134   0.768  26.614   5.340   0.605  31.407  13.389   0.624  21.458   1.000 0 4 1
1236 24   1866 1241.46   -0.03  -0.08  20.39   0.019 20.876  20.394  20.622   4.343   0.818  30.617   5.402   0.738  31.238  11.246   0.713  31.086   1.000 1061818994787023 0 1
1236 24   2722 3331.30    0.21  -0.15  23.66   0.042 23.732  23.330     nan   4.220   0.711  56.375   4.348   0.542  57.448   8.829   0.431  58.182   0.213 0 0 1
1236 24   4081 2750.93    0.11   0.06  21.47   0.020 21.906  21.466  21.644   3.986   0.866  56.606   4.513   0.784  53.932   8.789   0.769  49.750   1.000 0 0 1
1236 24   1725  658.85   -0.03  -0.22  23.17   0.033 23.355  23.132  23.105   3.327   0.726  10.077   3.058   0.476  10.003   4.024   0.493   9.857   0.856 0 0 1
1236 24   1853 3631.34    0.09  -0.06  22.45   0.023 22.905  22.455  22.738   4.210   0.759  50.410   4.865   0.598  52.422  10.159   0.517  52.981   1.000 0 0 1
1236 24   1853 3631.34   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1 -1
1236 24    933 1517.76   -0.21  -0.39  23.62   0.043 23.882  23.614     nan   4.171   0.594   2.496   4.296   0.362   0.435   6.827   0.276  -0.090   0.978 0 0 1
1236 24   1180 2091.37    0.06  -0.51  23.32   0.034 23.505  23.110  23.307   4.125   0.785  27.585   4.075   0.684  29.870   7.615   0.649  26.207   0.507 0 0 1
1236 24   3923 1641.23    0.18   1.08  23.39   0.035 23.392  23.078  23.315   5.557   0.474  56.776   6.034   0.260  56.060  11.259   0.172  54.024   0.000 0 0 1
1236 24   2736 2609.39    0.10  -0.05  22.55   0.024 22.819  22.398  22.684   3.953   0.768  44.074   4.173   0.651  45.260   7.942   0.649  44.576   0.679 1061818994787823 0 1
1236 24   4768 3376.39    0.01  -0.02  21.80   0.020 22.227  21.785  22.017   3.922   0.900 -11.092   4.232   0.869  -9.964   8.318   0.850 -12.498   0.967 0 0 1
1236 24   1661 2289.30    0.14   0.08    nan     nan    nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan 0 0 1
1236 24   3348  160.53   -0.31  -0.33  22.92   0.029 23.127  22.887  22.884   3.599   0.718  59.504   3.512   0.488  57.067   5.011   0.441  54.767   0.872 0 0 1
1236 24   1514 1199.63    0.04  -0.06  20.14   0.019 20.658  20.143  20.416   4.572   0.846   4.864   5.797   0.782   4.628  12.756   0.748   2.019   1.000 0 3 1
1236 24   1133 3797.75    0.04   0.05  22.43   0.023 23.006  22.430  22.618   3.950   0.922 -14.090   4.365   0.975 -62.809  10.347   0.933 -79.165   1.000 0 0 1
1236 24   4378  736.64    0.06  -0.09  21.23   0.020 21.582  21.227  21.343   3.567   0.810  44.673   3.754   0.667  43.686   6.404   0.638  41.231   1.000 1061818994786742 0 1
1236 24   1186 1797.25    0.84   0.09  23.11   0.029 23.663  23.113  22.949   8.023   0.340  13.562   9.284   0.188  12.849  20.975   0.203  10.732   1.000 0 0 1
1236 24   2702  786.05   -0.12   0.02  22.67   0.025 22.988  22.644  22.780   3.764   0.755  14.722   4.046   0.583  14.557   7.155   0.503  13.919   0.918 0 0 1
1236 24   2765 2063.05    0.48  -0.33  22.12   0.021 22.621  22.124  22.138   3.699   0.917  -7.644   4.021   0.897 -15.867   8.505   0.880 -28.180   1.000 0 0 1
1236 24   3815 3145.06    0.23  -0.26  22.32   0.022 22.616  22.143  22.476   6.060   0.531   7.679   6.920   0.413   6.821  15.439   0.346   6.220   0.661 1061818994788110 0 1
1236 24   1547 2974.07    0.02   0.79  23.33   0.034 23.656  23.330  23.316   4.131   0.623  30.615   4.169   0.451  30.497   6.918   0.404  30.929   1.000 0 0 1
1236 24   4495 3634.98   -0.01   0.12  21.20   0.020 21.503  21.198  21.259   3.254   0.832  46.607   3.507   0.633  54.889   5.614   0.559  56.747   1.000 1061818994788381 0 1
1236 24   1095 3231.22   -0.13  -0.09  20.10   0.019 20.639  20.100  20.344   4.601   0.796   7.158   5.822   0.710   7.190  13.278   0.670   4.247   1.000 0 4 1
1236 24    805 1265.50    0.05  -0.05  20.14   0.019 20.589  20.137  20.387   4.106   0.884  -1.096   4.870   0.826   0.023   9.663   0.806  -2.708   0.998 1061818994787042 0 1
1236 24   4055  234.66   -0.13   0.19  21.00   0.019 21.770  21.002  21.475   3.954   0.921  65.105   4.269   0.900  60.334  14.564   0.677  18.051   1.000 0 3 1
1236 24   3989  262.61   -0.53  -0.03    nan     nan    nan     nan     nan   3.103   0.798  38.699     nan     nan     nan     nan     nan     nan     nan 1061818994786473 0 1
